,id,campaign_id,coupon_id,customer_id,redemption_status,campaign_type,start_date,end_date,age_range,marital_status,rented,family_size,no_of_children,income_bracket,item_id,date,quantity,selling_price,other_discount,coupon_discount,brand,brand_type,category
130496,117684,13,408,317,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,5+,3+,6.0,24636,2013-06-07,4,71.24,-27.07,-35.62,63,Established,Grocery
130497,117684,13,408,317,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,5+,3+,6.0,24636,2013-06-07,4,71.24,-27.07,-35.62,63,Established,Grocery
130499,117684,13,408,317,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,5+,3+,6.0,30218,2013-06-07,2,35.62,-13.54,0.0,63,Established,Grocery
130528,117722,13,1027,866,0,X,2013-05-19,2013-07-05,,,,,,,47906,2013-06-21,1,106.86,-60.2,0.0,1636,Established,Grocery
130556,117809,9,535,999,0,Y,2013-03-11,2013-04-12,26-35,,0.0,1,,3.0,58972,2013-04-07,1,106.86,-28.14,0.0,278,Established,Grocery
130558,117809,9,535,999,0,Y,2013-03-11,2013-04-12,26-35,,0.0,1,,3.0,59203,2013-04-07,1,106.86,-28.14,0.0,278,Established,Grocery
130567,117824,13,982,1187,0,X,2013-05-19,2013-07-05,26-35,Single,0.0,1,,5.0,12193,2013-05-21,5,89.05,-51.65,0.0,1337,Established,Grocery
130579,117856,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,5948,2013-02-12,1,320.22,-56.99,-71.24,686,Established,Pharmaceutical
130580,117856,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,5948,2013-02-12,1,320.22,-56.99,-71.24,686,Established,Pharmaceutical
130582,121513,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,5948,2013-02-12,1,320.22,-56.99,-71.24,686,Established,Pharmaceutical
130583,121513,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,5948,2013-02-12,1,320.22,-56.99,-71.24,686,Established,Pharmaceutical
130586,117856,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,35964,2013-01-23,1,890.14,-178.1,-71.24,686,Established,Pharmaceutical
130587,117856,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,35964,2013-01-23,1,890.14,-178.1,-71.24,686,Established,Pharmaceutical
130588,121513,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,35964,2013-01-23,1,890.14,-178.1,-71.24,686,Established,Pharmaceutical
130589,121513,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,35964,2013-01-23,1,890.14,-178.1,-71.24,686,Established,Pharmaceutical
130590,117856,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,53794,2013-01-23,1,890.14,-178.1,-53.43,686,Established,Pharmaceutical
130591,117856,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,53794,2013-01-23,1,890.14,-178.1,-53.43,686,Established,Pharmaceutical
130592,121513,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,53794,2013-01-23,1,890.14,-178.1,-53.43,686,Established,Pharmaceutical
130593,121513,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,53794,2013-01-23,1,890.14,-178.1,-53.43,686,Established,Pharmaceutical
130594,117856,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,69173,2013-01-23,1,320.22,-56.99,-89.05,686,Established,Pharmaceutical
130595,117856,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,69173,2013-01-23,1,320.22,-56.99,-89.05,686,Established,Pharmaceutical
130596,121513,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,69173,2013-01-23,1,320.22,-56.99,-89.05,686,Established,Pharmaceutical
130597,121513,5,689,626,1,Y,2013-01-12,2013-02-15,36-45,Single,0.0,2,1,4.0,69173,2013-01-23,1,320.22,-56.99,-89.05,686,Established,Pharmaceutical
130602,117864,13,145,705,0,X,2013-05-19,2013-07-05,,,,,,,15112,2013-06-04,1,213.36,-35.62,0.0,56,Local,Packaged Meat
130603,117864,13,145,705,0,X,2013-05-19,2013-07-05,,,,,,,15112,2013-06-06,1,213.36,-35.62,0.0,56,Local,Packaged Meat
130635,118020,8,9,860,0,X,2013-02-16,2013-04-05,26-35,Single,0.0,1,,1.0,23462,2013-03-30,1,89.05,-42.39,0.0,1075,Established,Grocery
130636,118020,8,9,860,0,X,2013-02-16,2013-04-05,26-35,Single,0.0,1,,1.0,36576,2013-02-28,1,120.75,-10.69,0.0,1075,Established,Grocery
130702,118020,8,9,860,0,X,2013-02-16,2013-04-05,26-35,Single,0.0,1,,1.0,9373,2013-02-28,1,95.82,-10.69,0.0,681,Established,Grocery
130729,118034,7,986,1070,1,Y,2013-02-02,2013-03-08,56-70,,0.0,1,,6.0,11224,2013-03-03,1,391.46,-35.62,-35.62,1342,Established,Pharmaceutical
130730,118034,7,986,1070,1,Y,2013-02-02,2013-03-08,56-70,,0.0,1,,6.0,11224,2013-03-03,1,391.46,-35.62,-35.62,1342,Established,Pharmaceutical
130751,118073,9,607,999,1,Y,2013-03-11,2013-04-12,26-35,,0.0,1,,3.0,68018,2013-04-07,1,108.28,0.0,-19.59,487,Established,Grocery
130752,118073,9,607,999,1,Y,2013-03-11,2013-04-12,26-35,,0.0,1,,3.0,68018,2013-04-07,1,108.28,0.0,-19.59,487,Established,Grocery
130763,118112,8,705,1146,0,X,2013-02-16,2013-04-05,,,,,,,6299,2013-02-26,1,106.5,-28.5,0.0,714,Established,Grocery
130764,118112,8,705,1146,0,X,2013-02-16,2013-04-05,,,,,,,6299,2013-03-05,1,106.5,-28.5,0.0,714,Established,Grocery
130784,118112,8,705,1146,0,X,2013-02-16,2013-04-05,,,,,,,8881,2013-03-13,2,178.1,-84.78,0.0,714,Established,Grocery
130787,118112,8,705,1146,0,X,2013-02-16,2013-04-05,,,,,,,18472,2013-03-26,1,106.5,-24.93,0.0,714,Established,Grocery
130804,118112,8,705,1146,0,X,2013-02-16,2013-04-05,,,,,,,24085,2013-03-13,1,89.05,-27.43,0.0,714,Established,Grocery
130812,118112,8,705,1146,0,X,2013-02-16,2013-04-05,,,,,,,27942,2013-03-13,1,113.63,-39.18,0.0,714,Established,Grocery
130817,118112,8,705,1146,0,X,2013-02-16,2013-04-05,,,,,,,34369,2013-03-17,1,106.5,-7.48,0.0,714,Established,Grocery
130823,118112,8,705,1146,0,X,2013-02-16,2013-04-05,,,,,,,45344,2013-03-26,1,142.12,-53.43,0.0,714,Established,Grocery
130910,118295,13,113,515,0,X,2013-05-19,2013-07-05,26-35,Married,0.0,2,,4.0,54902,2013-05-21,1,106.86,-10.33,0.0,56,Local,Packaged Meat
130911,118295,13,113,515,0,X,2013-05-19,2013-07-05,26-35,Married,0.0,2,,4.0,54902,2013-05-28,1,117.19,0.0,0.0,56,Local,Packaged Meat
130932,118315,13,21,1085,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,32878,2013-05-20,1,52.36,-4.63,0.0,56,Local,Grocery
130934,118315,13,21,1085,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,32991,2013-05-24,1,68.75,-4.63,0.0,56,Local,Grocery
130936,118315,13,21,1085,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,57923,2013-05-20,1,99.38,-7.12,0.0,56,Local,Grocery
130937,118315,13,21,1085,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,29036,2013-05-20,1,78.01,-7.12,0.0,56,Local,Grocery
130955,118315,13,21,1085,0,X,2013-05-19,2013-07-05,46-55,,0.0,1,,4.0,20805,2013-05-20,1,81.57,0.0,0.0,278,Established,Grocery
130969,118338,13,21,983,0,X,2013-05-19,2013-07-05,56-70,Single,0.0,1,,4.0,12433,2013-05-31,1,71.24,-13.54,0.0,56,Local,Grocery
130973,118338,13,21,983,0,X,2013-05-19,2013-07-05,56-70,Single,0.0,1,,4.0,26657,2013-05-31,2,118.97,-7.84,0.0,56,Local,Grocery
130976,118338,13,21,983,0,X,2013-05-19,2013-07-05,56-70,Single,0.0,1,,4.0,8525,2013-05-23,1,44.52,-18.88,0.0,56,Local,Grocery
130977,118338,13,21,983,0,X,2013-05-19,2013-07-05,56-70,Single,0.0,1,,4.0,37042,2013-05-23,1,44.52,-18.88,0.0,56,Local,Grocery
130981,118338,13,21,983,0,X,2013-05-19,2013-07-05,56-70,Single,0.0,1,,4.0,9520,2013-05-31,1,44.52,-26.36,0.0,56,Local,Grocery
130984,118338,13,21,983,0,X,2013-05-19,2013-07-05,56-70,Single,0.0,1,,4.0,28939,2013-05-31,2,170.26,0.0,0.0,56,Local,Grocery
130996,118338,13,21,983,0,X,2013-05-19,2013-07-05,56-70,Single,0.0,1,,4.0,33820,2013-05-23,2,183.09,0.0,0.0,56,Local,Grocery
130997,118338,13,21,983,0,X,2013-05-19,2013-07-05,56-70,Single,0.0,1,,4.0,33820,2013-06-20,1,94.04,0.0,0.0,56,Local,Grocery
131001,118338,13,21,983,0,X,2013-05-19,2013-07-05,56-70,Single,0.0,1,,4.0,27522,2013-06-09,1,110.07,0.0,0.0,634,Established,Grocery
131011,118338,13,21,983,0,X,2013-05-19,2013-07-05,56-70,Single,0.0,1,,4.0,73682,2013-06-09,1,248.98,0.0,0.0,634,Established,Grocery
131012,118338,13,21,983,0,X,2013-05-19,2013-07-05,56-70,Single,0.0,1,,4.0,59226,2013-06-20,1,63.76,-7.12,0.0,1101,Established,Grocery
131021,118341,13,21,196,0,X,2013-05-19,2013-07-05,,,,,,,17825,2013-06-25,1,31.7,0.0,0.0,56,Local,Grocery
131046,118341,13,21,196,0,X,2013-05-19,2013-07-05,,,,,,,48631,2013-06-14,1,59.49,-39.89,0.0,278,Established,Grocery
131070,118341,13,21,196,0,X,2013-05-19,2013-07-05,,,,,,,22985,2013-05-21,2,178.1,-34.91,0.0,1075,Established,Grocery
131090,118341,13,21,196,0,X,2013-05-19,2013-07-05,,,,,,,36793,2013-05-28,2,213.72,-13.54,0.0,660,Established,Grocery
131091,118341,13,21,196,0,X,2013-05-19,2013-07-05,,,,,,,36793,2013-06-14,1,106.86,-6.77,0.0,660,Established,Grocery
131092,118341,13,21,196,0,X,2013-05-19,2013-07-05,,,,,,,36793,2013-06-22,3,340.88,0.0,0.0,660,Established,Grocery
131094,118341,13,21,196,0,X,2013-05-19,2013-07-05,,,,,,,23622,2013-06-25,2,191.64,-21.37,0.0,1075,Established,Grocery
131098,118341,13,21,196,0,X,2013-05-19,2013-07-05,,,,,,,28133,2013-06-22,1,35.62,-10.33,0.0,1709,Established,Grocery
131109,118408,29,868,1384,0,Y,2012-10-08,2012-11-30,56-70,Single,0.0,1,,3.0,22985,2012-11-02,1,83.35,-48.09,0.0,1075,Established,Grocery
131166,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,55023,2013-06-19,1,142.12,-17.81,0.0,1367,Established,Grocery
131167,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,55023,2013-06-25,1,142.12,-17.81,0.0,1367,Established,Grocery
131168,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,55023,2013-07-03,1,142.12,-17.81,0.0,1367,Established,Grocery
131171,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,5417,2013-06-02,1,291.73,0.0,0.0,939,Established,Grocery
131200,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,30976,2013-07-03,1,89.05,-19.95,0.0,56,Local,Grocery
131203,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,22722,2013-06-19,1,71.24,0.0,0.0,56,Local,Grocery
131204,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,22722,2013-07-03,1,71.24,0.0,0.0,56,Local,Grocery
131206,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,36076,2013-06-25,1,71.24,0.0,0.0,56,Local,Grocery
131226,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,18953,2013-06-19,1,142.12,-35.62,0.0,5177,Established,Grocery
131227,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,18953,2013-06-25,1,142.12,-35.62,0.0,5177,Established,Grocery
131228,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,18953,2013-07-03,1,142.12,-35.62,0.0,5177,Established,Grocery
131230,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,11970,2013-06-19,1,89.05,-35.26,0.0,56,Local,Grocery
131238,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,72717,2013-06-29,1,53.43,-2.85,0.0,56,Local,Grocery
131244,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,26959,2013-06-02,2,42.03,-21.37,0.0,56,Local,Grocery
131250,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,63056,2013-06-29,1,71.24,-70.88,0.0,1636,Established,Grocery
131251,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,63252,2013-06-29,2,142.48,-141.77,0.0,1636,Established,Grocery
131252,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,20749,2013-06-29,2,142.48,-141.77,0.0,1636,Established,Grocery
131253,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,56860,2013-06-29,2,142.48,-141.77,0.0,1636,Established,Grocery
131256,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,17359,2013-06-29,2,71.24,0.0,0.0,4817,Established,Grocery
131257,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,5029,2013-06-29,2,71.24,0.0,0.0,4817,Established,Grocery
131258,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,31685,2013-06-29,2,71.24,0.0,0.0,4817,Established,Grocery
131262,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,5901,2013-06-19,1,213.36,-124.67,0.0,350,Established,Packaged Meat
131276,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,32390,2013-06-02,1,320.22,-17.81,0.0,350,Established,Packaged Meat
131277,118546,13,22,386,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,4,2,7.0,32390,2013-06-29,1,320.22,-17.81,0.0,350,Established,Packaged Meat
131292,118563,8,9,1069,0,X,2013-02-16,2013-04-05,,,,,,,13774,2013-03-30,1,35.62,-32.06,0.0,56,Local,Grocery
131344,118590,8,432,1209,0,X,2013-02-16,2013-04-05,,,,,,,30840,2013-03-04,1,95.82,0.0,0.0,119,Established,Grocery
131366,118601,28,492,1140,0,Y,2012-09-16,2012-11-16,,,,,,,21832,2012-09-19,2,227.26,0.0,0.0,209,Established,Grocery
131411,118744,13,844,276,1,X,2013-05-19,2013-07-05,46-55,,0.0,2,,5.0,9748,2013-06-20,1,69.46,-38.83,-26.71,1016,Established,Grocery
131412,118744,13,844,276,1,X,2013-05-19,2013-07-05,46-55,,0.0,2,,5.0,9748,2013-06-20,1,69.46,-38.83,-26.71,1016,Established,Grocery
131413,118762,13,714,88,0,X,2013-05-19,2013-07-05,,,,,,,26680,2013-06-29,1,70.88,-35.62,0.0,771,Established,Pharmaceutical
131414,118762,13,714,88,0,X,2013-05-19,2013-07-05,,,,,,,14343,2013-06-29,1,70.88,-35.62,0.0,771,Established,Pharmaceutical
131416,118769,8,6,85,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,3.0,17258,2013-02-21,2,284.25,-28.5,0.0,350,Established,Packaged Meat
131417,118769,8,6,85,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,3.0,18465,2013-02-20,1,213.36,-17.81,0.0,350,Established,Packaged Meat
131419,118769,8,6,85,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,3.0,10347,2013-02-20,2,178.1,-56.28,0.0,350,Established,Packaged Meat
131422,118769,8,6,85,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,3.0,37,2013-03-29,2,95.11,-18.17,0.0,56,Local,Grocery
131424,118769,8,6,85,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,3.0,17556,2013-02-18,1,35.62,0.0,0.0,544,Established,Grocery
131429,118769,8,6,85,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,3.0,12950,2013-02-18,1,35.62,0.0,0.0,544,Established,Grocery
131435,118769,8,6,85,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,3.0,10854,2013-02-18,1,35.62,0.0,0.0,544,Established,Grocery
131442,118769,8,6,85,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,3.0,36500,2013-02-18,1,35.62,0.0,0.0,544,Established,Grocery
131452,118769,8,6,85,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,3.0,2443,2013-03-29,2,198.76,-14.25,0.0,5016,Established,Grocery
131462,118769,8,6,85,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,3.0,30389,2013-03-07,1,95.82,0.0,0.0,119,Established,Grocery
131466,118769,8,6,85,0,X,2013-02-16,2013-04-05,46-55,,0.0,3,1,3.0,29812,2013-02-18,1,35.62,-35.26,0.0,1358,Established,Packaged Meat
131481,118788,8,91,1348,0,X,2013-02-16,2013-04-05,,,,,,,42865,2013-02-28,1,35.62,-15.67,0.0,56,Local,Grocery
131496,118812,26,783,1104,0,X,2012-08-12,2012-09-21,70+,Married,0.0,2,,6.0,7470,2012-09-10,1,71.24,-24.58,0.0,946,Established,Grocery
131506,118812,26,783,1104,0,X,2012-08-12,2012-09-21,70+,Married,0.0,2,,6.0,50764,2012-09-10,1,89.05,-21.02,0.0,946,Established,Grocery
131511,118818,12,496,202,0,Y,2013-04-22,2013-05-24,46-55,Married,0.0,2,,6.0,5986,2013-04-26,2,106.86,-20.66,0.0,209,Established,Grocery
131514,118825,13,992,1344,1,X,2013-05-19,2013-07-05,26-35,Single,0.0,1,,5.0,72632,2013-06-12,1,85.13,0.0,-17.81,1395,Established,Grocery
131515,118825,13,992,1344,1,X,2013-05-19,2013-07-05,26-35,Single,0.0,1,,5.0,72632,2013-06-12,1,85.13,0.0,-17.81,1395,Established,Grocery
131533,118862,12,492,545,0,Y,2013-04-22,2013-05-24,70+,Married,0.0,3,1,4.0,11893,2013-04-26,1,106.5,-7.12,0.0,209,Established,Grocery
131537,118883,8,722,450,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,5.0,8477,2013-02-18,1,71.24,-35.26,0.0,782,Established,Grocery
131547,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,22476,2013-03-17,1,35.62,0.0,0.0,939,Established,Grocery
131550,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,37302,2013-02-27,1,106.86,-10.33,0.0,133,Established,Grocery
131553,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,9802,2013-02-27,1,106.86,-10.33,0.0,133,Established,Grocery
131564,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,30906,2013-03-17,1,63.05,-10.33,0.0,544,Established,Grocery
131576,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,17151,2013-03-27,1,106.86,-28.14,0.0,939,Established,Grocery
131582,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,16442,2013-03-17,1,35.62,0.0,0.0,939,Established,Grocery
131594,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,25568,2013-02-27,1,70.88,-24.93,0.0,119,Established,Grocery
131601,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,33688,2013-03-27,1,106.86,-28.14,0.0,939,Established,Grocery
131638,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,13283,2013-02-21,1,35.62,0.0,0.0,4817,Established,Grocery
131639,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,13283,2013-02-27,1,35.62,0.0,0.0,4817,Established,Grocery
131641,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,57554,2013-02-27,1,35.62,0.0,0.0,4817,Established,Grocery
131642,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,57554,2013-03-08,1,35.62,0.0,0.0,4817,Established,Grocery
131643,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,22416,2013-03-08,2,71.24,0.0,0.0,4817,Established,Grocery
131644,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,6944,2013-02-21,1,35.62,0.0,0.0,4817,Established,Grocery
131645,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,6944,2013-02-27,1,35.62,0.0,0.0,4817,Established,Grocery
131646,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,6944,2013-03-08,2,71.24,0.0,0.0,4817,Established,Grocery
131648,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,20021,2013-02-21,1,35.62,0.0,0.0,4817,Established,Grocery
131649,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,20021,2013-02-27,1,35.62,0.0,0.0,4817,Established,Grocery
131650,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,20021,2013-03-08,2,71.24,0.0,0.0,4817,Established,Grocery
131653,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,26616,2013-03-08,3,106.86,0.0,0.0,4817,Established,Grocery
131654,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,28174,2013-02-21,1,35.62,0.0,0.0,4817,Established,Grocery
131668,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,30304,2013-02-27,1,70.88,-24.93,0.0,119,Established,Grocery
131671,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,48858,2013-03-13,2,213.01,-213.72,-35.62,241,Established,Seafood
131672,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,48858,2013-03-13,2,213.01,-213.72,-35.62,241,Established,Seafood
131678,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,9495,2013-03-27,1,71.24,-21.02,0.0,209,Established,Grocery
131682,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,34763,2013-03-27,1,71.24,-21.02,0.0,209,Established,Grocery
131689,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,11944,2013-02-27,1,78.01,-10.69,0.0,794,Established,Grocery
131708,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,7838,2013-03-13,3,35.62,0.0,0.0,1689,Established,Grocery
131745,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,14775,2013-03-13,3,35.62,0.0,0.0,1689,Established,Grocery
131746,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,14775,2013-03-20,3,35.62,0.0,0.0,1689,Established,Grocery
131747,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,14775,2013-03-27,3,35.62,0.0,0.0,1689,Established,Grocery
131750,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,69058,2013-03-06,1,70.88,-49.87,0.0,248,Established,Grocery
131764,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,24223,2013-02-27,2,85.13,-85.13,0.0,714,Established,Grocery
131777,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,32224,2013-03-13,1,106.86,-35.26,0.0,1358,Established,Grocery
131787,118922,8,6,189,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,4,2,5.0,22113,2013-03-13,1,78.01,-7.12,0.0,1335,Established,Grocery
131829,119001,7,691,1458,0,Y,2013-02-02,2013-03-08,46-55,Married,0.0,3,1,6.0,36218,2013-02-14,1,70.88,-35.62,0.0,686,Established,Pharmaceutical
131870,119070,29,787,460,0,Y,2012-10-08,2012-11-30,70+,Married,0.0,2,,5.0,16101,2012-10-10,2,28.5,-20.66,0.0,946,Established,Grocery
131884,119135,29,868,960,0,Y,2012-10-08,2012-11-30,,,,,,,13467,2012-11-10,1,120.75,-10.69,0.0,1075,Established,Grocery
131885,119135,29,868,960,0,Y,2012-10-08,2012-11-30,,,,,,,13467,2012-11-17,1,120.75,-10.69,0.0,1075,Established,Grocery
131893,119135,29,868,960,0,Y,2012-10-08,2012-11-30,,,,,,,22985,2012-10-20,3,249.34,-144.97,0.0,1075,Established,Grocery
131901,119155,26,357,1026,0,X,2012-08-12,2012-09-21,26-35,Married,0.0,5+,3+,4.0,29423,2012-09-10,2,71.24,-20.66,0.0,56,Local,Grocery
131904,119170,13,1065,820,0,X,2013-05-19,2013-07-05,,,,,,,10046,2013-06-15,1,35.62,-6.77,0.0,1954,Established,Grocery
131908,125211,10,279,737,0,Y,2013-04-08,2013-05-10,36-45,Single,0.0,4,3+,4.0,10694,2013-04-27,1,89.05,-24.58,0.0,4412,Established,Pharmaceutical
131916,119181,10,457,1281,0,Y,2013-04-08,2013-05-10,,,,,,,59566,2013-05-06,1,89.05,-17.45,0.0,158,Established,Pharmaceutical
131920,119210,8,45,666,0,X,2013-02-16,2013-04-05,26-35,,0.0,1,,4.0,8786,2013-03-20,2,56.28,-11.4,0.0,56,Local,Grocery
131940,119332,8,604,917,0,X,2013-02-16,2013-04-05,36-45,,0.0,2,,3.0,45372,2013-02-22,1,71.24,-26.71,0.0,487,Established,Grocery
131961,119354,13,24,1524,0,X,2013-05-19,2013-07-05,,,,,,,24376,2013-06-30,1,213.36,-71.24,0.0,56,Local,Packaged Meat
131996,119354,13,24,1524,0,X,2013-05-19,2013-07-05,,,,,,,9198,2013-06-05,1,152.81,0.0,0.0,984,Established,Packaged Meat
131997,119354,13,24,1524,0,X,2013-05-19,2013-07-05,,,,,,,15394,2013-06-15,1,142.12,0.0,0.0,984,Established,Packaged Meat
132024,119354,13,24,1524,0,X,2013-05-19,2013-07-05,,,,,,,22265,2013-06-15,1,89.05,-17.45,0.0,989,Established,Packaged Meat
132029,119354,13,24,1524,0,X,2013-05-19,2013-07-05,,,,,,,33761,2013-06-22,1,380.78,0.0,0.0,1094,Established,Packaged Meat
132041,119354,13,24,1524,0,X,2013-05-19,2013-07-05,,,,,,,23007,2013-06-30,2,178.1,-106.15,0.0,1278,Established,Packaged Meat
